order_id,user_id,order_date,product_id,qty,year,month,month _name
104,100,2016-10-16,10,1,2016,10,October
105,39,2016-10-17,11,3,2016,10,October
106,43,2016-10-18,22,1,2016,10,October
107,43,2016-10-18,11,1,2016,10,October
108,14,2016-10-26,15,1,2016,10,October
109,49,2016-10-26,12,1,2016,10,October
110,116,2016-10-27,10,2,2016,10,October
111,49,2016-10-29,4,2,2016,10,October
112,119,2016-10-29,13,1,2016,10,October
113,97,2016-10-11,19,1,2016,10,October
114,111,2016-11-11,4,1,2016,11,November
115,117,2016-11-11,6,2,2016,11,November
116,1,2016-11-22,21,1,2016,11,November
117,121,2016-11-25,1,1,2016,11,November
118,56,2016-11-30,9,1,2016,11,November
119,104,2016-02-12,10,1,2016,2,February
120,26,2016-06-12,12,3,2016,6,June
121,114,2016-07-12,9,2,2016,7,July
122,122,2016-08-12,1,1,2016,8,August
123,112,2016-10-12,1,2,2016,10,October
124,112,2016-10-12,24,2,2016,10,October
125,112,2016-10-12,19,2,2016,10,October
126,112,2016-10-12,9,2,2016,10,October
127,112,2016-10-12,16,1,2016,10,October
128,109,2017-02-01,9,1,2017,2,February
129,110,2017-05-01,4,1,2017,5,May
130,30,2017-06-01,8,1,2017,6,June
131,111,2017-06-01,7,1,2017,6,June
132,88,2017-08-01,14,3,2017,8,August
133,105,2017-12-01,9,1,2017,12,December
134,8,2017-01-13,1,1,2017,1,January
135,81,2017-01-15,24,1,2017,1,January
136,128,2017-01-21,12,3,2017,1,January
137,117,2017-01-22,11,2,2017,1,January
138,16,2017-01-23,14,3,2017,1,January
139,118,2017-01-25,1,1,2017,1,January
140,83,2017-01-26,4,1,2017,1,January
141,111,2017-01-26,2,1,2017,1,January
142,95,2017-01-27,9,2,2017,1,January
143,107,2017-01-30,18,1,2017,1,January
144,17,2017-01-02,21,1,2017,1,January
145,32,2017-04-02,9,2,2017,4,April
146,66,2017-05-02,20,2,2017,5,May
147,121,2017-06-02,17,1,2017,6,June
148,104,2017-07-02,12,3,2017,7,July
149,11,2017-09-02,4,1,2017,9,September
150,45,2017-09-02,7,1,2017,9,September
151,121,2017-10-02,1,1,2017,10,October
152,128,2017-12-02,11,2,2017,12,December
153,136,2017-12-02,13,1,2017,12,December
154,136,2017-12-02,24,2,2017,12,December
155,136,2017-12-02,8,3,2017,12,December
156,136,2017-12-02,17,2,2017,12,December
157,35,2017-02-19,3,1,2017,2,February
158,9,2017-02-20,19,1,2017,2,February
159,5,2017-02-22,9,2,2017,2,February
160,107,2017-02-22,22,3,2017,2,February
161,64,2017-01-03,2,3,2017,1,January
162,72,2017-02-03,3,4,2017,2,February
163,108,2017-02-03,9,1,2017,2,February
164,116,2017-06-03,7,2,2017,6,June
165,123,2017-12-03,15,2,2017,12,December
166,6,2017-03-16,9,2,2017,3,March
167,31,2017-03-16,23,1,2017,3,March
168,90,2017-03-16,25,1,2017,3,March
169,138,2017-03-19,4,1,2017,3,March
170,119,2017-03-22,3,1,2017,3,March
171,82,2017-03-23,1,1,2017,3,March
172,24,2017-03-29,9,1,2017,3,March
173,123,2017-04-04,20,1,2017,4,April
174,129,2017-06-04,22,1,2017,6,June
175,113,2017-09-04,4,1,2017,9,September
176,104,2017-11-04,8,2,2017,11,November
177,140,2017-11-04,13,4,2017,11,November
178,140,2017-04-15,17,2,2017,4,April
179,52,2017-04-27,3,2,2017,4,April
180,6,2017-04-28,9,3,2017,4,April
181,6,2017-02-05,24,1,2017,2,February
182,64,2017-02-05,19,1,2017,2,February
183,110,2017-05-05,20,2,2017,5,May
184,6,2017-09-05,9,3,2017,9,September
185,6,2017-09-05,21,1,2017,9,September
186,6,2017-09-05,21,1,2017,9,September
187,6,2017-09-05,21,2,2017,9,September
188,92,2017-12-05,23,1,2017,12,December
189,130,2017-05-13,9,1,2017,5,May
190,64,2017-05-14,10,1,2017,5,May
191,139,2017-05-18,9,1,2017,5,May
192,153,2017-05-21,25,1,2017,5,May
193,90,2017-05-22,9,1,2017,5,May
194,124,2017-05-22,1,1,2017,5,May
195,133,2017-05-22,21,1,2017,5,May
196,157,2017-05-24,9,1,2017,5,May
197,158,2017-05-30,1,3,2017,5,May
198,158,2017-05-30,9,1,2017,5,May
199,26,2017-06-06,4,2,2017,6,June
200,12,2017-08-06,13,2,2017,8,August
201,37,2017-08-06,11,1,2017,8,August
202,155,2017-08-06,3,1,2017,8,August
203,8,2017-06-13,9,3,2017,6,June
204,157,2017-06-14,19,2,2017,6,June
205,111,2017-06-15,18,3,2017,6,June
206,151,2017-06-15,2,1,2017,6,June
207,73,2017-06-16,9,1,2017,6,June
208,163,2017-06-16,4,1,2017,6,June
209,85,2017-06-20,4,3,2017,6,June
210,100,2017-06-22,6,2,2017,6,June
211,47,2017-06-23,15,1,2017,6,June
212,137,2017-06-23,7,1,2017,6,June
213,152,2017-06-23,22,2,2017,6,June
214,57,2017-06-24,7,1,2017,6,June
215,14,2017-06-28,17,1,2017,6,June
216,152,2017-01-07,3,1,2017,1,January
217,128,2017-02-07,18,4,2017,2,February
218,22,2017-03-07,9,1,2017,3,March
219,48,2017-03-07,2,1,2017,3,March
220,143,2017-03-07,10,1,2017,3,March
221,109,2017-04-07,9,2,2017,4,April
222,17,2017-05-07,2,1,2017,5,May
223,80,2017-05-07,15,3,2017,5,May
224,140,2017-09-07,1,1,2017,9,September
225,160,2017-09-07,16,1,2017,9,September
226,150,2017-07-15,13,1,2017,7,July
227,158,2017-07-15,12,1,2017,7,July
228,165,2017-07-15,1,2,2017,7,July
229,25,2017-07-18,8,1,2017,7,July
230,95,2017-07-22,9,1,2017,7,July
231,130,2017-07-22,16,1,2017,7,July
232,146,2017-07-22,23,3,2017,7,July
233,152,2017-07-22,17,1,2017,7,July
234,115,2017-07-23,18,3,2017,7,July
235,156,2017-07-23,6,3,2017,7,July
236,174,2017-07-25,9,3,2017,7,July
237,135,2017-07-26,1,1,2017,7,July
238,166,2017-07-30,5,2,2017,7,July
239,147,2017-01-08,13,1,2017,1,January
240,175,2017-01-08,8,1,2017,1,January
241,65,2017-08-08,20,1,2017,8,August
242,171,2017-09-08,21,1,2017,9,September
243,151,2017-10-08,17,3,2017,10,October
244,128,2017-11-08,8,1,2017,11,November
245,9,2017-08-13,4,1,2017,8,August
246,154,2017-08-13,1,2,2017,8,August
247,53,2017-08-16,9,2,2017,8,August
248,89,2017-08-19,11,3,2017,8,August
249,156,2017-08-21,22,1,2017,8,August
250,158,2017-08-29,20,1,2017,8,August
251,27,2017-02-09,10,1,2017,2,February
252,179,2017-02-09,10,1,2017,2,February
253,169,2017-03-09,14,2,2017,3,March
254,181,2017-04-09,16,1,2017,4,April
255,56,2017-05-09,23,1,2017,5,May
256,182,2017-05-09,5,3,2017,5,May
257,136,2017-06-09,14,1,2017,6,June
258,26,2017-08-09,25,1,2017,8,August
259,148,2017-10-09,14,2,2017,10,October
260,2,2017-09-13,1,1,2017,9,September
261,132,2017-09-13,4,1,2017,9,September
262,161,2017-09-16,12,2,2017,9,September
263,146,2017-09-17,19,1,2017,9,September
264,183,2017-09-23,3,1,2017,9,September
265,184,2017-09-28,1,3,2017,9,September
266,59,2017-09-29,9,2,2017,9,September
267,159,2017-09-29,6,1,2017,9,September
268,110,2017-03-10,10,1,2017,3,March
269,125,2017-04-10,12,3,2017,4,April
270,167,2017-04-10,16,1,2017,4,April
271,65,2017-05-10,2,1,2017,5,May
272,128,2017-06-10,25,3,2017,6,June
273,169,2017-06-10,21,3,2017,6,June
274,27,2017-08-10,22,1,2017,8,August
275,162,2017-08-10,15,2,2017,8,August
276,176,2017-09-10,4,1,2017,9,September
277,8,2017-10-10,15,1,2017,10,October
278,173,2017-12-10,24,1,2017,12,December
279,6,2017-10-15,1,1,2017,10,October
280,81,2017-10-15,7,1,2017,10,October
281,4,2017-10-17,23,1,2017,10,October
282,188,2017-10-20,3,2,2017,10,October
283,67,2017-10-21,10,4,2017,10,October
284,176,2017-10-23,23,1,2017,10,October
285,187,2017-10-24,4,3,2017,10,October
286,12,2017-10-25,9,1,2017,10,October
287,8,2017-10-28,12,1,2017,10,October
288,189,2017-10-29,15,1,2017,10,October
289,162,2017-10-30,25,1,2017,10,October
290,179,2017-10-31,9,1,2017,10,October
291,35,2017-06-11,1,1,2017,6,June
292,161,2017-06-11,3,1,2017,6,June
293,39,2017-07-11,6,1,2017,7,July
294,184,2017-07-11,2,2,2017,7,July
295,174,2017-08-11,9,2,2017,8,August
296,32,2017-09-11,15,3,2017,9,September
297,32,2017-09-11,15,2,2017,9,September
298,184,2017-10-11,3,3,2017,10,October
299,142,2017-12-11,20,1,2017,12,December
300,150,2017-12-11,25,1,2017,12,December
301,86,2017-11-16,5,3,2017,11,November
302,175,2017-11-17,19,3,2017,11,November
303,180,2017-11-17,5,1,2017,11,November
304,160,2017-11-18,6,1,2017,11,November
305,160,2017-11-21,4,4,2017,11,November
306,186,2017-11-22,4,1,2017,11,November
307,187,2017-11-23,16,1,2017,11,November
308,2,2017-11-24,20,1,2017,11,November
309,91,2017-11-24,6,3,2017,11,November
310,94,2017-11-24,7,1,2017,11,November
311,158,2017-11-25,19,1,2017,11,November
312,154,2017-11-26,3,1,2017,11,November
313,186,2017-11-26,8,2,2017,11,November
314,94,2017-11-29,11,1,2017,11,November
315,191,2017-11-30,16,1,2017,11,November
316,8,2017-02-12,9,1,2017,2,February
317,63,2017-04-12,13,2,2017,4,April
318,73,2017-04-12,7,2,2017,4,April
319,174,2017-06-12,13,1,2017,6,June
320,103,2017-08-12,16,1,2017,8,August
321,177,2017-08-12,25,1,2017,8,August
322,178,2017-10-12,24,3,2017,10,October
323,186,2017-11-12,4,2,2017,11,November
324,190,2017-11-12,6,3,2017,11,November
325,156,2017-12-12,25,2,2017,12,December
326,43,2017-12-14,8,3,2017,12,December
327,149,2017-12-15,20,2,2017,12,December
328,193,2017-12-15,23,1,2017,12,December
329,140,2017-12-17,11,1,2017,12,December
330,110,2017-12-18,1,2,2017,12,December
331,110,2017-12-18,4,2,2017,12,December
332,110,2017-12-18,19,2,2017,12,December
333,172,2017-12-21,2,1,2017,12,December
334,184,2017-12-21,25,1,2017,12,December
335,195,2017-12-21,11,3,2017,12,December
336,197,2017-12-25,6,2,2017,12,December
337,38,2017-12-30,17,3,2017,12,December
338,53,2018-05-01,13,1,2018,5,May
339,191,2018-05-01,16,1,2018,5,May
340,125,2018-08-01,21,1,2018,8,August
341,186,2018-08-01,25,1,2018,8,August
342,11,2018-09-01,4,2,2018,9,September
343,81,2018-01-14,11,1,2018,1,January
344,81,2018-01-14,23,1,2018,1,January
345,196,2018-01-17,8,1,2018,1,January
346,77,2018-01-20,18,1,2018,1,January
347,138,2018-01-20,13,2,2018,1,January
348,86,2018-01-21,22,1,2018,1,January
349,154,2018-01-21,22,1,2018,1,January
350,178,2018-01-21,23,2,2018,1,January
351,177,2018-01-31,23,3,2018,1,January
352,58,2018-01-02,6,3,2018,1,January
353,208,2018-01-02,12,3,2018,1,January
354,205,2018-03-02,24,1,2018,3,March
355,84,2018-04-02,20,1,2018,4,April
356,203,2018-05-02,13,3,2018,5,May
357,203,2018-05-02,6,1,2018,5,May
358,203,2018-05-02,11,1,2018,5,May
359,193,2018-07-02,12,4,2018,7,July
360,212,2018-09-02,15,1,2018,9,September
361,186,2018-12-02,3,1,2018,12,December
362,84,2018-02-14,11,1,2018,2,February
363,209,2018-02-14,23,1,2018,2,February
364,127,2018-02-16,16,1,2018,2,February
365,9,2018-02-17,3,2,2018,2,February
366,183,2018-02-18,4,1,2018,2,February
367,9,2018-02-19,25,1,2018,2,February
368,13,2018-02-22,16,4,2018,2,February
369,204,2018-02-22,5,1,2018,2,February
370,210,2018-02-23,21,1,2018,2,February
371,190,2018-02-24,4,2,2018,2,February
372,202,2018-02-24,6,1,2018,2,February
373,190,2018-02-25,16,1,2018,2,February
374,30,2018-02-28,18,2,2018,2,February
375,185,2018-02-28,8,1,2018,2,February
376,162,2018-03-03,25,1,2018,3,March
377,68,2018-04-03,9,2,2018,4,April
378,32,2018-05-03,3,1,2018,5,May
379,216,2018-08-03,19,3,2018,8,August
380,211,2018-03-17,11,1,2018,3,March
381,224,2018-03-18,5,2,2018,3,March
382,92,2018-03-20,17,1,2018,3,March
383,196,2018-03-20,17,1,2018,3,March
384,97,2018-03-21,19,2,2018,3,March
385,217,2018-03-23,2,1,2018,3,March
386,23,2018-03-25,25,2,2018,3,March
387,213,2018-03-27,10,3,2018,3,March
388,92,2018-03-28,18,1,2018,3,March
389,92,2018-03-28,6,1,2018,3,March
390,92,2018-03-28,24,2,2018,3,March
391,197,2018-03-29,18,2,2018,3,March
392,202,2018-03-30,3,1,2018,3,March
393,210,2018-03-31,6,1,2018,3,March
394,225,2018-03-31,21,1,2018,3,March
395,147,2018-01-04,15,1,2018,1,January
396,21,2018-03-04,5,1,2018,3,March
397,113,2018-03-04,4,2,2018,3,March
398,197,2018-05-04,23,2,2018,5,May
399,185,2018-06-04,4,1,2018,6,June
400,224,2018-06-04,18,3,2018,6,June
401,205,2018-07-04,24,2,2018,7,July
402,38,2018-08-04,4,1,2018,8,August
403,211,2018-08-04,7,1,2018,8,August
404,227,2018-10-04,12,1,2018,10,October
405,56,2018-11-04,13,2,2018,11,November
406,169,2018-12-04,5,4,2018,12,December
407,101,2018-04-14,12,2,2018,4,April
408,189,2018-04-15,13,2,2018,4,April
409,185,2018-04-16,17,2,2018,4,April
